data,id_loja,id_produto,categoria,regiao,nivel_estoque,unid_vendidas,unid_pedidas,preco,desconto,condicao_climatica,promocao,preco_concorrente,sazonalidade,epidemia,demanda
2022-03-10,S002,P0016,Roupas,Sul,129,129,0,90.24,10,Chuvoso,0,103.24,Primavera,0,135
2022-03-10,S002,P0017,Brinquedos,Sul,161,161,519,24.44,5,Chuvoso,0,25.85,Primavera,0,163
2022-03-10,S002,P0018,Roupas,Sul,143,69,0,24.93,10,Chuvoso,0,23.64,Primavera,0,79
2022-03-10,S002,P0019,Roupas,Sul,292,59,0,76.71,0,Chuvoso,0,83.96,Primavera,0,58
2022-03-10,S002,P0020,Moveis,Sul,321,47,0,96.67,20,Chuvoso,1,113.37,Primavera,0,56
2022-03-10,S003,P0001,Brinquedos,Leste,225,97,249,18.35,0,Chuvoso,0,18.03,Primavera,0,106
2022-03-10,S003,P0002,Alimentos,Leste,261,154,0,68.78,0,Chuvoso,0,64.76,Primavera,0,147
2022-03-10,S003,P0003,Eletronicos,Leste,174,108,164,82.26,25,Chuvoso,1,74.29,Primavera,0,144
2022-03-10,S003,P0004,Alimentos,Leste,385,94,0,22.36,10,Chuvoso,0,19.17,Primavera,0,104
2022-03-10,S003,P0005,Brinquedos,Leste,558,126,0,20.24,20,Chuvoso,1,19.2,Primavera,0,113
2022-03-10,S003,P0006,Brinquedos,Leste,305,112,0,37.86,10,Chuvoso,0,41.77,Primavera,0,117
2022-03-10,S003,P0007,Alimentos,Leste,423,81,0,13.99,5,Chuvoso,0,16.03,Primavera,0,69
2022-03-10,S003,P0008,Roupas,Leste,397,36,0,100.41,0,Chuvoso,0,116.56,Primavera,0,56
2022-03-10,S003,P0009,Alimentos,Leste,92,88,123,41.96,25,Chuvoso,1,45.63,Primavera,0,108
2022-03-10,S003,P0010,Alimentos,Leste,220,17,0,30.05,5,Chuvoso,0,26.24,Primavera,0,28
2022-03-10,S003,P0011,Eletronicos,Leste,292,53,0,111.43,5,Chuvoso,0,101.08,Primavera,0,65
2022-03-10,S003,P0012,Moveis,Leste,134,86,0,99.33,0,Chuvoso,0,112.89,Primavera,0,76
2022-03-10,S003,P0013,Alimentos,Leste,735,120,0,63.38,15,Chuvoso,1,74.24,Primavera,0,105
2022-03-10,S003,P0014,Alimentos,Leste,556,158,635,110.12,10,Chuvoso,1,131.65,Primavera,0,185
2022-03-10,S003,P0015,Alimentos,Leste,561,84,0,87.17,10,Chuvoso,1,80.44,Primavera,0,79
2022-03-10,S003,P0016,Eletronicos,Leste,388,94,0,107.36,0,Chuvoso,0,124.4,Primavera,0,117
2022-03-10,S003,P0017,Moveis,Leste,166,69,0,125.36,5,Chuvoso,0,117.39,Primavera,0,83
2022-03-10,S003,P0018,Moveis,Leste,247,37,0,121.64,0,Chuvoso,0,143.75,Primavera,0,48
2022-03-10,S003,P0019,Alimentos,Leste,198,96,118,62.27,0,Chuvoso,0,73.5,Primavera,0,137
2022-03-10,S003,P0020,Roupas,Leste,539,158,0,74.14,20,Chuvoso,1,68.08,Primavera,0,151
2022-03-10,S004,P0001,Alimentos,Oeste,577,140,0,12.36,0,Chuvoso,0,14.18,Primavera,0,132
2022-03-10,S004,P0002,Alimentos,Oeste,488,104,0,20.54,0,Chuvoso,0,18.13,Primavera,0,86
2022-03-10,S004,P0003,Moveis,Oeste,149,70,0,107.47,20,Chuvoso,1,117.77,Primavera,0,64
2022-03-10,S004,P0004,Alimentos,Oeste,180,132,0,61.6,0,Chuvoso,0,60.93,Primavera,0,125
2022-03-10,S004,P0005,Roupas,Oeste,114,80,83,50.18,25,Chuvoso,1,60.01,Primavera,0,70
2022-03-10,S004,P0006,Alimentos,Oeste,302,165,401,40.67,10,Chuvoso,0,48.96,Primavera,0,169
2022-03-10,S004,P0007,Alimentos,Oeste,954,86,0,26.97,10,Chuvoso,0,29.13,Primavera,0,111
2022-03-10,S004,P0008,Moveis,Oeste,116,113,101,100.36,5,Chuvoso,0,116.64,Primavera,0,94
2022-03-10,S004,P0009,Roupas,Oeste,394,140,505,108.9,20,Chuvoso,1,125.77,Primavera,0,149
2022-03-10,S004,P0010,Alimentos,Oeste,408,93,0,22.41,10,Chuvoso,0,26.46,Primavera,0,86
2022-03-10,S004,P0011,Roupas,Oeste,289,55,0,52.25,10,Chuvoso,0,55.43,Primavera,0,87
2022-03-10,S004,P0012,Eletronicos,Oeste,119,68,0,99.72,10,Chuvoso,0,93.92,Primavera,0,69
2022-03-10,S004,P0013,Alimentos,Oeste,270,223,0,25.3,15,Chuvoso,1,23.56,Primavera,0,212
2022-03-10,S004,P0014,Moveis,Oeste,172,88,210,186.54,10,Chuvoso,1,186.1,Primavera,0,123
2022-03-10,S004,P0015,Moveis,Oeste,474,86,0,100.35,10,Chuvoso,1,85.67,Primavera,0,100
2022-03-10,S004,P0016,Moveis,Oeste,296,62,0,126.23,0,Chuvoso,0,111.09,Primavera,0,79
2022-03-10,S004,P0017,Roupas,Oeste,176,96,90,93.04,10,Chuvoso,0,90.2,Primavera,0,98
2022-03-10,S004,P0018,Moveis,Oeste,143,84,107,180.74,5,Chuvoso,0,163.81,Primavera,0,108
2022-03-10,S004,P0019,Roupas,Oeste,75,45,60,48.28,10,Chuvoso,0,57.05,Primavera,0,63
2022-03-10,S004,P0020,Moveis,Oeste,305,121,0,115.16,25,Chuvoso,1,107.85,Primavera,0,106
2022-03-10,S005,P0001,Alimentos,Norte,292,69,0,10.73,10,Chuvoso,0,10.57,Primavera,0,81
2022-03-10,S005,P0002,Eletronicos,Norte,656,82,0,39.88,0,Chuvoso,0,44.42,Primavera,0,83
2022-03-10,S005,P0003,Brinquedos,Norte,205,150,189,27.46,25,Chuvoso,1,30.13,Primavera,0,158
2022-03-10,S005,P0004,Alimentos,Norte,139,139,145,9.08,5,Chuvoso,0,10.59,Primavera,0,171
2022-03-10,S005,P0005,Alimentos,Norte,115,56,0,12.6,25,Chuvoso,1,11.37,Primavera,0,91
2022-03-10,S005,P0006,Alimentos,Norte,915,86,0,62.91,10,Chuvoso,0,60.8,Primavera,0,133
2022-03-10,S005,P0007,Alimentos,Norte,418,107,0,95.71,0,Chuvoso,0,94.79,Primavera,0,130
2022-03-10,S005,P0008,Alimentos,Norte,202,53,0,57.34,10,Chuvoso,0,56.6,Primavera,0,87
2022-03-10,S005,P0009,Alimentos,Norte,242,157,0,96.24,15,Chuvoso,1,116.19,Primavera,0,153
2022-03-10,S005,P0010,Alimentos,Norte,370,76,0,59.87,0,Chuvoso,0,52.44,Primavera,0,83
2022-03-10,S005,P0011,Eletronicos,Norte,516,51,0,74.41,0,Chuvoso,0,83.38,Primavera,0,73
2022-03-10,S005,P0012,Moveis,Norte,884,53,0,124.49,5,Chuvoso,0,114.44,Primavera,0,64
2022-03-10,S005,P0013,Alimentos,Norte,509,55,0,61.91,15,Chuvoso,1,74.13,Primavera,0,91
2022-03-10,S005,P0014,Moveis,Norte,260,40,0,135.14,15,Chuvoso,1,152.12,Primavera,0,63
2022-03-10,S005,P0015,Alimentos,Norte,119,119,0,48.81,20,Chuvoso,1,58.87,Primavera,0,164
2022-03-10,S005,P0016,Brinquedos,Norte,722,59,0,33.55,5,Chuvoso,0,36.63,Primavera,0,97
2022-03-10,S005,P0017,Brinquedos,Norte,164,114,154,44.45,0,Chuvoso,0,38.21,Primavera,0,131
2022-03-10,S005,P0018,Roupas,Norte,105,105,153,23.34,10,Chuvoso,0,20.51,Primavera,0,134
2022-03-10,S005,P0019,Moveis,Norte,236,34,0,119.47,5,Chuvoso,0,133.09,Primavera,0,47
2022-03-10,S005,P0020,Brinquedos,Norte,123,100,106,24.87,20,Chuvoso,1,28.23,Primavera,0,97
2022-03-11,S001,P0001,Eletronicos,Norte,489,32,0,58.13,0,Chuvoso,0,68.76,Primavera,0,38
2022-03-11,S001,P0002,Roupas,Norte,117,117,112,65.9,10,Chuvoso,0,57.07,Primavera,0,115
2022-03-11,S001,P0003,Roupas,Norte,529,103,0,67.31,0,Chuvoso,0,75.54,Primavera,0,162
2022-03-11,S001,P0004,Eletronicos,Norte,139,139,290,105.46,15,Chuvoso,1,99.15,Primavera,0,122
2022-03-11,S001,P0005,Alimentos,Norte,1031,75,0,55.05,10,Chuvoso,0,64.93,Primavera,0,108
2022-03-11,S001,P0006,Brinquedos,Norte,270,95,0,46.79,10,Chuvoso,0,42.87,Primavera,0,156
2022-03-11,S001,P0007,Alimentos,Norte,396,219,0,30.55,10,Chuvoso,1,28.61,Primavera,0,188
2022-03-11,S001,P0008,Eletronicos,Norte,144,124,120,40.3,15,Chuvoso,1,46.54,Primavera,0,112
2022-03-11,S001,P0009,Roupas,Norte,167,101,86,74.63,20,Chuvoso,1,65.39,Primavera,0,93
2022-03-11,S001,P0010,Moveis,Norte,309,55,0,116.99,10,Chuvoso,0,116.97,Primavera,0,64
2022-03-11,S001,P0011,Moveis,Norte,244,73,0,146.56,10,Chuvoso,0,136.64,Primavera,0,62
2022-03-11,S001,P0012,Alimentos,Norte,211,121,203,76.99,10,Chuvoso,1,83.31,Primavera,0,108
2022-03-11,S001,P0013,Brinquedos,Norte,187,93,133,36.75,5,Chuvoso,0,35.71,Primavera,0,127
2022-03-11,S001,P0014,Alimentos,Norte,437,75,0,57.95,10,Chuvoso,1,64.26,Primavera,0,63
2022-03-11,S001,P0015,Brinquedos,Norte,169,99,128,17.07,10,Chuvoso,0,16.18,Primavera,0,131
2022-03-11,S001,P0016,Alimentos,Norte,541,69,0,35.21,10,Chuvoso,0,38.14,Primavera,0,100
2022-03-11,S001,P0017,Brinquedos,Norte,112,109,173,24.08,15,Chuvoso,1,21.3,Primavera,0,150
2022-03-11,S001,P0018,Alimentos,Norte,153,54,71,53.4,5,Chuvoso,0,62.98,Primavera,0,75
2022-03-11,S001,P0019,Moveis,Norte,139,23,0,92.16,10,Chuvoso,0,84.81,Primavera,0,36
2022-03-11,S001,P0020,Moveis,Norte,478,30,0,91.65,10,Chuvoso,0,97.09,Primavera,0,34
2022-03-11,S002,P0001,Alimentos,Sul,54,53,0,73.75,0,Chuvoso,0,88.11,Primavera,0,71
2022-03-11,S002,P0002,Brinquedos,Sul,114,106,0,35.08,5,Chuvoso,0,34.84,Primavera,0,113
2022-03-11,S002,P0003,Alimentos,Sul,454,109,0,75.95,5,Chuvoso,0,81.41,Primavera,0,94
2022-03-11,S002,P0004,Alimentos,Sul,490,170,407,45.16,15,Chuvoso,1,44.95,Primavera,0,157
2022-03-11,S002,P0005,Eletronicos,Sul,880,58,0,85.65,0,Chuvoso,0,79.67,Primavera,0,59
2022-03-11,S002,P0006,Roupas,Sul,142,61,0,53.12,10,Chuvoso,0,62.65,Primavera,0,65
2022-03-11,S002,P0007,Brinquedos,Sul,598,180,0,31.6,15,Chuvoso,1,31.49,Primavera,0,167
2022-03-11,S002,P0008,Alimentos,Sul,131,84,0,21.58,10,Chuvoso,1,22.78,Primavera,0,77
2022-03-11,S002,P0009,Alimentos,Sul,182,182,0,76.03,10,Chuvoso,1,87.11,Primavera,0,205
2022-03-11,S002,P0010,Alimentos,Sul,162,67,0,87.24,0,Chuvoso,0,84.65,Primavera,0,78
2022-03-11,S002,P0011,Alimentos,Sul,427,92,0,93.94,0,Chuvoso,0,110.96,Primavera,0,94
2022-03-11,S002,P0012,Eletronicos,Sul,281,103,0,51.95,25,Chuvoso,1,56.0,Primavera,0,97
2022-03-11,S002,P0013,Alimentos,Sul,0,0,0,22.61,0,Chuvoso,0,24.01,Primavera,0,104
2022-03-11,S002,P0014,Eletronicos,Sul,474,41,0,88.03,20,Chuvoso,1,93.39,Primavera,0,60
2022-03-11,S002,P0015,Roupas,Sul,620,107,0,64.42,10,Chuvoso,0,55.18,Primavera,0,93
2022-03-11,S002,P0016,Roupas,Sul,261,40,0,66.85,5,Chuvoso,0,73.97,Primavera,0,34
2022-03-11,S002,P0017,Brinquedos,Sul,290,147,0,20.69,20,Chuvoso,1,17.65,Primavera,0,147
2022-03-11,S002,P0018,Roupas,Sul,74,56,61,23.99,10,Chuvoso,0,21.06,Primavera,0,68
2022-03-11,S002,P0019,Roupas,Sul,1103,54,0,72.4,10,Chuvoso,0,76.37,Primavera,0,71
2022-03-11,S002,P0020,Moveis,Sul,274,84,223,135.33,0,Chuvoso,0,129.94,Primavera,0,72
2022-03-11,S003,P0001,Brinquedos,Leste,128,113,0,19.07,0,Chuvoso,0,22.87,Primavera,0,135
2022-03-11,S003,P0002,Alimentos,Leste,107,102,0,48.64,10,Chuvoso,0,52.08,Primavera,0,86
2022-03-11,S003,P0003,Eletronicos,Leste,230,77,0,79.87,10,Chuvoso,0,94.93,Primavera,0,92
2022-03-11,S003,P0004,Alimentos,Leste,291,101,306,20.23,20,Chuvoso,1,21.49,Primavera,0,126
2022-03-11,S003,P0005,Brinquedos,Leste,432,109,441,24.96,0,Chuvoso,0,22.99,Primavera,0,109
2022-03-11,S003,P0006,Brinquedos,Leste,193,150,156,39.64,10,Chuvoso,0,43.14,Primavera,0,132
2022-03-11,S003,P0007,Alimentos,Leste,342,151,0,13.8,25,Chuvoso,1,14.71,Primavera,0,137
2022-03-11,S003,P0008,Roupas,Leste,361,54,0,107.17,10,Chuvoso,1,102.9,Primavera,0,89
2022-03-11,S003,P0009,Alimentos,Leste,127,127,193,60.32,10,Chuvoso,1,70.26,Primavera,0,169
2022-03-11,S003,P0010,Alimentos,Leste,203,70,0,39.69,0,Chuvoso,0,34.84,Primavera,0,87
2022-03-11,S003,P0011,Eletronicos,Leste,239,120,210,138.31,0,Chuvoso,0,118.06,Primavera,0,114
2022-03-11,S003,P0012,Moveis,Leste,198,45,0,88.45,10,Chuvoso,1,80.88,Primavera,0,59
2022-03-11,S003,P0013,Alimentos,Leste,615,130,0,74.28,10,Chuvoso,0,85.7,Primavera,0,138
2022-03-11,S003,P0014,Alimentos,Leste,398,121,0,82.15,25,Chuvoso,1,75.75,Primavera,0,127
2022-03-11,S003,P0015,Alimentos,Leste,477,49,0,83.8,0,Chuvoso,0,100.64,Primavera,0,54
2022-03-11,S003,P0016,Eletronicos,Leste,294,52,0,86.84,10,Chuvoso,0,102.27,Primavera,0,84
2022-03-11,S003,P0017,Moveis,Leste,97,55,0,89.74,25,Chuvoso,1,87.93,Primavera,0,56
2022-03-11,S003,P0018,Moveis,Leste,210,52,0,124.7,10,Chuvoso,0,118.2,Primavera,0,68
2022-03-11,S003,P0019,Alimentos,Leste,220,112,0,57.07,5,Chuvoso,0,55.07,Primavera,0,108
2022-03-11,S003,P0020,Roupas,Leste,381,103,0,81.58,0,Chuvoso,0,75.66,Primavera,0,108
2022-03-11,S004,P0001,Alimentos,Oeste,437,87,0,12.61,0,Nublado,0,11.54,Primavera,0,122
2022-03-11,S004,P0002,Alimentos,Oeste,384,89,0,20.38,10,Nublado,0,18.55,Primavera,0,116
2022-03-11,S004,P0003,Moveis,Oeste,410,85,326,149.56,5,Nublado,0,180.2,Primavera,0,110
2022-03-11,S004,P0004,Alimentos,Oeste,587,135,587,61.07,15,Nublado,1,58.58,Primavera,0,180
2022-03-11,S004,P0005,Roupas,Oeste,117,45,67,69.23,0,Nublado,0,64.71,Primavera,0,66
2022-03-11,S004,P0006,Alimentos,Oeste,137,137,0,47.28,5,Nublado,0,44.43,Primavera,0,187
2022-03-11,S004,P0007,Alimentos,Oeste,868,178,0,30.02,15,Nublado,1,32.64,Primavera,0,167
2022-03-11,S004,P0008,Moveis,Oeste,104,104,152,106.16,15,Nublado,1,93.55,Primavera,0,131
2022-03-11,S004,P0009,Roupas,Oeste,254,95,0,87.72,20,Nublado,1,93.52,Primavera,0,80
2022-03-11,S004,P0010,Alimentos,Oeste,315,90,0,28.9,5,Nublado,0,34.52,Primavera,0,150
2022-03-11,S004,P0011,Roupas,Oeste,234,85,0,52.85,5,Nublado,0,58.31,Primavera,0,75
2022-03-11,S004,P0012,Eletronicos,Oeste,51,51,146,124.18,10,Nublado,1,122.34,Primavera,0,136
2022-03-11,S004,P0013,Alimentos,Oeste,576,68,0,19.74,5,Nublado,0,17.23,Primavera,0,86
2022-03-11,S004,P0014,Moveis,Oeste,84,84,0,158.83,15,Nublado,1,151.48,Primavera,0,91
2022-03-11,S004,P0015,Moveis,Oeste,388,81,376,98.52,10,Nublado,0,108.76,Primavera,0,110
2022-03-11,S004,P0016,Moveis,Oeste,234,81,270,113.66,10,Nublado,0,106.6,Primavera,0,79
2022-03-11,S004,P0017,Roupas,Oeste,170,135,141,111.87,10,Nublado,1,98.64,Primavera,0,159
2022-03-11,S004,P0018,Moveis,Oeste,166,47,0,145.98,5,Nublado,0,173.19,Primavera,0,61
2022-03-11,S004,P0019,Roupas,Oeste,90,66,100,58.02,5,Nublado,0,69.84,Primavera,0,101
2022-03-11,S004,P0020,Moveis,Oeste,184,89,172,146.17,0,Nublado,0,175.59,Primavera,0,107
2022-03-11,S005,P0001,Alimentos,Norte,223,64,0,9.9,10,Chuvoso,0,8.6,Primavera,0,58
2022-03-11,S005,P0002,Eletronicos,Norte,574,91,0,43.51,5,Chuvoso,0,42.93,Primavera,0,110
2022-03-11,S005,P0003,Brinquedos,Norte,244,84,0,33.79,0,Chuvoso,0,38.54,Primavera,0,130
2022-03-11,S005,P0004,Alimentos,Norte,145,143,106,6.99,20,Chuvoso,1,5.95,Primavera,0,121
2022-03-11,S005,P0005,Alimentos,Norte,196,90,128,16.07,0,Chuvoso,0,15.16,Primavera,0,78
2022-03-11,S005,P0006,Alimentos,Norte,829,165,0,64.74,10,Chuvoso,0,77.81,Primavera,0,161
2022-03-11,S005,P0007,Alimentos,Norte,311,162,254,83.41,15,Chuvoso,1,88.4,Primavera,0,157
2022-03-11,S005,P0008,Alimentos,Norte,149,143,130,56.25,20,Chuvoso,1,64.95,Primavera,0,134
2022-03-11,S005,P0009,Alimentos,Norte,549,92,0,91.5,20,Chuvoso,1,91.07,Primavera,0,138
2022-03-11,S005,P0010,Alimentos,Norte,294,93,433,64.07,0,Chuvoso,0,69.46,Primavera,0,120
2022-03-11,S005,P0011,Eletronicos,Norte,465,57,0,73.78,5,Chuvoso,0,80.11,Primavera,0,85
2022-03-11,S005,P0012,Moveis,Norte,831,140,0,143.46,10,Chuvoso,1,141.28,Primavera,0,122
2022-03-11,S005,P0013,Alimentos,Norte,454,57,0,66.4,0,Chuvoso,0,70.36,Primavera,0,65
2022-03-11,S005,P0014,Moveis,Norte,220,105,0,176.01,10,Chuvoso,1,167.94,Primavera,0,108
2022-03-11,S005,P0015,Alimentos,Norte,318,91,0,51.66,0,Chuvoso,0,50.37,Primavera,0,92
2022-03-11,S005,P0016,Brinquedos,Norte,663,102,0,30.6,10,Chuvoso,0,35.68,Primavera,0,86
2022-03-11,S005,P0017,Brinquedos,Norte,204,150,184,41.73,10,Chuvoso,1,46.79,Primavera,0,164
2022-03-11,S005,P0018,Roupas,Norte,153,117,0,22.37,5,Chuvoso,0,21.85,Primavera,0,103
2022-03-11,S005,P0019,Moveis,Norte,202,95,175,143.52,10,Chuvoso,0,122.05,Primavera,0,99
2022-03-11,S005,P0020,Brinquedos,Norte,129,129,166,32.62,10,Chuvoso,0,37.76,Primavera,0,147
2022-03-12,S001,P0001,Eletronicos,Norte,457,77,0,56.44,15,Ensolarado,1,62.51,Primavera,0,73
2022-03-12,S001,P0002,Roupas,Norte,112,112,128,72.6,10,Ensolarado,0,65.28,Primavera,0,147
2022-03-12,S001,P0003,Roupas,Norte,426,169,0,63.82,5,Ensolarado,0,59.58,Primavera,0,143
2022-03-12,S001,P0004,Eletronicos,Norte,0,0,0,76.72,25,Ensolarado,1,87.81,Primavera,0,79
2022-03-12,S001,P0005,Alimentos,Norte,956,115,0,51.65,25,Ensolarado,1,51.38,Primavera,0,129
2022-03-12,S001,P0006,Brinquedos,Norte,662,176,0,53.78,0,Ensolarado,0,58.28,Primavera,0,188
2022-03-12,S001,P0007,Alimentos,Norte,177,130,0,22.38,25,Ensolarado,1,20.74,Primavera,0,141
2022-03-12,S001,P0008,Eletronicos,Norte,140,102,137,49.86,0,Ensolarado,0,55.07,Primavera,0,128
2022-03-12,S001,P0009,Roupas,Norte,152,152,140,101.68,0,Ensolarado,0,119.74,Primavera,0,137
2022-03-12,S001,P0010,Moveis,Norte,254,62,0,123.85,0,Ensolarado,0,139.25,Primavera,0,65
2022-03-12,S001,P0011,Moveis,Norte,171,108,254,168.4,15,Ensolarado,1,196.85,Primavera,0,136
2022-03-12,S001,P0012,Alimentos,Norte,90,54,0,68.83,0,Ensolarado,0,78.27,Primavera,0,47
2022-03-12,S001,P0013,Brinquedos,Norte,227,138,0,28.26,25,Ensolarado,1,32.27,Primavera,0,135
2022-03-12,S001,P0014,Alimentos,Norte,362,90,0,64.12,10,Ensolarado,0,54.56,Primavera,0,76
2022-03-12,S001,P0015,Brinquedos,Norte,198,172,159,15.33,20,Ensolarado,1,17.03,Primavera,0,153
2022-03-12,S001,P0016,Alimentos,Norte,472,159,534,41.75,25,Ensolarado,1,38.5,Primavera,0,208
2022-03-12,S001,P0017,Brinquedos,Norte,176,173,168,29.63,0,Ensolarado,0,26.91,Primavera,0,166
2022-03-12,S001,P0018,Alimentos,Norte,170,126,116,57.35,10,Ensolarado,0,68.18,Primavera,0,113
2022-03-12,S001,P0019,Moveis,Norte,116,44,75,92.9,20,Ensolarado,1,89.42,Primavera,0,68
2022-03-12,S001,P0020,Moveis,Norte,448,58,0,105.43,10,Ensolarado,0,126.55,Primavera,0,70
2022-03-12,S002,P0001,Alimentos,Sul,751,213,0,92.19,20,Ensolarado,1,85.4,Primavera,0,204
2022-03-12,S002,P0002,Brinquedos,Sul,294,150,290,38.2,0,Ensolarado,0,45.9,Primavera,0,141
2022-03-12,S002,P0003,Alimentos,Sul,345,101,398,90.26,0,Ensolarado,0,81.78,Primavera,0,116
2022-03-12,S002,P0004,Alimentos,Sul,320,98,0,35.92,20,Ensolarado,1,40.73,Primavera,0,117
2022-03-12,S002,P0005,Eletronicos,Sul,822,122,0,78.26,20,Ensolarado,1,85.05,Primavera,0,112
2022-03-12,S002,P0006,Roupas,Sul,81,81,182,77.71,10,Ensolarado,0,87.94,Primavera,0,190
2022-03-12,S002,P0007,Brinquedos,Sul,418,201,457,28.39,25,Ensolarado,1,26.26,Primavera,0,173
2022-03-12,S002,P0008,Alimentos,Sul,47,37,60,20.29,10,Ensolarado,0,23.47,Primavera,0,60
2022-03-12,S002,P0009,Alimentos,Sul,366,98,0,57.42,10,Ensolarado,0,62.88,Primavera,0,105
2022-03-12,S002,P0010,Alimentos,Sul,95,95,130,92.22,0,Ensolarado,0,97.53,Primavera,0,110
2022-03-12,S002,P0011,Alimentos,Sul,335,134,385,87.7,20,Ensolarado,1,103.94,Primavera,0,144
2022-03-12,S002,P0012,Eletronicos,Sul,672,121,0,75.23,0,Ensolarado,0,68.57,Primavera,0,107
2022-03-12,S002,P0013,Alimentos,Sul,652,256,614,25.99,20,Ensolarado,1,25.65,Primavera,0,216
2022-03-12,S002,P0014,Eletronicos,Sul,433,30,0,94.69,10,Ensolarado,0,104.17,Primavera,0,48
2022-03-12,S002,P0015,Roupas,Sul,513,192,619,66.38,25,Ensolarado,1,63.96,Primavera,0,163
2022-03-12,S002,P0016,Roupas,Sul,221,162,345,99.68,15,Ensolarado,1,98.88,Primavera,0,173
2022-03-12,S002,P0017,Brinquedos,Sul,143,44,0,17.29,10,Ensolarado,0,15.27,Primavera,0,56
2022-03-12,S002,P0018,Roupas,Sul,79,79,201,33.41,5,Ensolarado,0,35.78,Primavera,0,174
2022-03-12,S002,P0019,Roupas,Sul,1049,149,0,108.0,10,Ensolarado,1,97.88,Primavera,0,186
2022-03-12,S002,P0020,Moveis,Sul,190,68,0,122.55,5,Ensolarado,0,137.55,Primavera,0,73
2022-03-12,S003,P0001,Brinquedos,Leste,264,90,0,13.66,20,Nublado,1,15.27,Primavera,0,99
2022-03-12,S003,P0002,Alimentos,Leste,488,164,461,63.12,10,Nublado,0,59.71,Primavera,0,154
2022-03-12,S003,P0003,Eletronicos,Leste,153,153,180,116.39,0,Nublado,0,126.97,Primavera,0,185
2022-03-12,S003,P0004,Alimentos,Leste,190,190,695,23.9,25,Nublado,1,28.86,Primavera,0,213
2022-03-12,S003,P0005,Brinquedos,Leste,323,44,0,16.94,10,Nublado,1,18.51,Primavera,0,44
2022-03-12,S003,P0006,Brinquedos,Leste,199,57,0,36.64,5,Nublado,0,43.67,Primavera,0,90
2022-03-12,S003,P0007,Alimentos,Leste,812,177,1253,23.8,10,Nublado,1,25.26,Primavera,0,287
2022-03-12,S003,P0008,Roupas,Leste,307,94,267,119.65,5,Nublado,0,136.79,Primavera,0,122
2022-03-12,S003,P0009,Alimentos,Leste,193,63,0,54.25,0,Nublado,0,58.93,Primavera,0,98
2022-03-12,S003,P0010,Alimentos,Leste,133,75,77,38.11,5,Nublado,0,37.41,Primavera,0,90
2022-03-12,S003,P0011,Eletronicos,Leste,119,101,0,109.3,20,Nublado,1,100.46,Primavera,0,110
2022-03-12,S003,P0012,Moveis,Leste,153,68,145,92.34,10,Nublado,0,106.75,Primavera,0,85
2022-03-12,S003,P0013,Alimentos,Leste,485,194,0,85.6,10,Nublado,1,73.96,Primavera,0,171
2022-03-12,S003,P0014,Alimentos,Leste,277,119,0,87.16,10,Nublado,0,91.95,Primavera,0,104
2022-03-12,S003,P0015,Alimentos,Leste,428,79,0,74.07,25,Nublado,1,86.78,Primavera,0,100
2022-03-12,S003,P0016,Eletronicos,Leste,242,59,0,74.94,25,Nublado,1,72.61,Primavera,0,79
2022-03-12,S003,P0017,Moveis,Leste,364,60,334,123.81,0,Nublado,0,140.73,Primavera,0,80
2022-03-12,S003,P0018,Moveis,Leste,158,40,0,117.24,5,Nublado,0,138.95,Primavera,0,51
2022-03-12,S003,P0019,Alimentos,Leste,108,89,116,53.51,15,Nublado,1,58.4,Primavera,0,141
2022-03-12,S003,P0020,Roupas,Leste,278,18,0,52.23,10,Nublado,0,60.3,Primavera,0,30
2022-03-12,S004,P0001,Alimentos,Oeste,350,211,0,13.86,10,Nublado,1,13.39,Primavera,0,194
2022-03-12,S004,P0002,Alimentos,Oeste,295,103,0,19.29,10,Nublado,0,16.79,Primavera,0,99
2022-03-12,S004,P0003,Moveis,Oeste,325,68,0,150.62,0,Nublado,0,130.7,Primavera,0,81
2022-03-12,S004,P0004,Alimentos,Oeste,452,166,0,60.12,15,Nublado,1,58.36,Primavera,0,174
2022-03-12,S004,P0005,Roupas,Oeste,139,69,85,52.91,25,Nublado,1,60.71,Primavera,0,85
2022-03-12,S004,P0006,Alimentos,Oeste,401,229,467,44.45,10,Nublado,0,49.55,Primavera,0,204
2022-03-12,S004,P0007,Alimentos,Oeste,690,206,640,30.34,20,Nublado,1,25.97,Primavera,0,175
2022-03-12,S004,P0008,Moveis,Oeste,152,73,85,106.38,5,Nublado,0,92.27,Primavera,0,96
2022-03-12,S004,P0009,Roupas,Oeste,159,103,0,124.42,10,Nublado,0,114.24,Primavera,0,137
2022-03-12,S004,P0010,Alimentos,Oeste,945,155,0,29.21,5,Nublado,0,32.74,Primavera,0,154
2022-03-12,S004,P0011,Roupas,Oeste,149,136,0,50.16,25,Nublado,1,45.18,Primavera,0,115
2022-03-12,S004,P0012,Eletronicos,Oeste,146,111,140,134.79,5,Nublado,0,132.84,Primavera,0,146
2022-03-12,S004,P0013,Alimentos,Oeste,508,77,0,16.58,10,Nublado,1,18.83,Primavera,0,67
2022-03-12,S004,P0014,Moveis,Oeste,210,54,0,145.66,10,Nublado,0,136.56,Primavera,0,51
2022-03-12,S004,P0015,Moveis,Oeste,307,78,0,77.64,25,Nublado,1,84.33,Primavera,0,93
2022-03-12,S004,P0016,Moveis,Oeste,153,92,0,109.68,20,Nublado,1,132.61,Primavera,0,120
